"y1","y2","x_age","x_income"
0,0,-0.633227214834204,0.916049004014625
0,0,-0.45022918424306,-0.860731746842241
2,1,1.60206580364422,0.335185107262426
2,1,-0.826834655803349,0.28638011370221
0,0,0.347084291543847,0.0169699469436336
1,3,-0.48911749816984,-0.543081657671448
2,1,0.877996065259271,-0.00863617171472571
4,2,0.00861673497198111,1.02285948098663
5,2,0.64752474530072,0.0891679702537472
2,1,0.439261203042696,0.520393286079255
3,2,-0.137114325406801,-1.42240905218755
2,0,0.338569680016439,0.227645055038345
0,0,0.673014439667894,1.77621927258159
2,4,1.48956515709738,0.29522550001378
0,0,1.16625878617895,0.0922228663539768
1,0,-1.67932926579779,-0.606280571696721
1,2,0.0691257094375861,0.304755738593201
1,0,-0.421815693202223,-0.328475947614319
0,0,-0.0735771457590245,-0.3451387828195
0,0,-0.781203548776452,-0.484274461431966
2,0,0.494044356777293,-0.32313845193667
0,0,0.297127733499621,-0.217599164692119
4,2,2.31420704076847,1.86094285462461
2,0,0.179283670745065,-0.078541545413236
0,0,-0.732934783245379,-1.79397534403154
2,1,-1.91721105548439,0.844573651365487
4,11,-1.5644610171723,0.330991937135042
1,1,-0.318708544390029,0.391271749532323
1,2,-0.130724444369577,0.596504961504225
1,0,-1.13515237331074,-1.78473460853835
3,2,-0.112519865433698,-0.119060284953237
0,0,0.274465097293791,-0.517440552583972
3,1,1.52629329512785,0.652797044607707
1,1,0.926211682540771,-0.592321002991023
0,1,-1.1572594353996,-0.266635214379627
2,1,0.710649354920145,-0.054204843240919
3,2,1.63142123714973,-0.131907362455772
0,0,-1.1664051585207,-1.42859499990559
4,3,0.980344237539988,-0.0980042872734282
1,0,0.0601247117737548,-1.68317287754386
2,2,0.47946717189809,-1.26763386662615
6,3,0.520702766465088,0.609041671212846
2,3,-0.315054130827794,-0.151647005564426
1,1,0.702488241336845,-0.968893815269209
0,2,-0.96487496643387,-0.979700559590908
0,0,-0.487776932597038,-0.685676427134439
1,3,-0.18084544642715,-1.52080351512583
2,1,-1.76651866571896,-0.28307861823545
10,7,2.58874116736534,-0.580715855128074
1,1,0.503962252465887,-0.940901061689589
2,1,-1.55647897781051,0.454036319918759
2,2,-0.460403770105923,0.119438041539722
0,0,0.313017465710594,-0.658039413045094
1,6,0.377610076644365,-0.980231071552327
0,1,-2.70687074786793,1.14952538412588
1,6,-1.26441741987618,1.59569027205947
2,3,0.975544190106616,-1.97486912618127
2,2,0.494543888496583,0.971225302113287
1,1,-1.9924894209068,-0.395941693452
1,2,-2.18148280277991,-0.162069759614113
1,3,0.668974090571383,0.0366442436015002
0,1,2.2364663391471,-0.619689198116165
2,3,-0.566423209396913,0.424999959455658
2,1,-1.89892547517754,-1.86194068696601
2,1,0.196974578964283,0.330870223709111
0,0,-0.0166783178494972,-1.1555748818705
0,0,1.25663524118372,-1.88846095962999
0,1,-0.0969370302449608,1.69560618443744
0,2,0.607520021796841,1.3740043788971
2,2,0.574195772967821,-0.958926962139881
2,0,1.58086330751309,-0.488322222420254
1,0,1.07617952264912,0.680362172064185
0,1,-0.682068020503573,0.929946095002016
6,6,-0.524440624871865,0.165841666307862
0,0,-0.126962617363233,-2.08042814983041
1,3,0.0973097987881038,-1.4747259677888
3,0,1.44264358540009,0.110349885285479
4,3,1.30208422863577,-0.394846439104175
1,0,0.636584394901972,-0.0864524303112854
2,0,-0.225562863041393,1.16134121457317
1,1,-1.98574671021316,-0.23264040895496
1,4,1.63847690540483,0.545790563666354
2,0,1.42555553154715,-1.0650820632083
2,2,-0.668880759440746,0.232076656819266
1,1,-0.622753960326308,-0.132298636377337
1,1,-0.361220485157294,-0.0376011425542119
1,2,0.581417930523314,-1.86702847465898
1,2,-1.10766373124265,0.355233454715255
9,1,1.16751438565454,0.375911473353712
0,0,0.785310480076515,-1.85759817005741
0,0,-0.345884720159969,-0.0252393238235888
0,0,0.611597815741522,0.615368582963265
2,3,0.914740436172596,0.465787259082282
0,1,-0.125695512205009,0.778292822434073
0,0,-0.923650921380008,-0.308449453411604
0,3,-2.32902044822016,1.123726814422
1,1,-1.30068123033227,1.12480544027878
1,0,-0.2311035156083,-1.34770256166236
2,4,-0.736294341155252,-0.908851425164829
0,0,-0.264756585731757,-0.519141047130476
3,3,-1.40106240290224,0.592713779296977
0,0,-1.43980990769732,0.382733057170305
0,4,-1.04780670266461,0.559065030289393
4,2,-0.386818041275078,-1.42297961658225
0,0,0.0363687762814638,-0.175108586280815
1,0,0.620245747457854,0.0195431702502969
0,2,-0.727384173418447,0.751515376677636
0,1,-0.396169443387107,0.323784184179515
0,0,0.086629063987006,-0.396750392204257
3,1,-0.35991744723639,0.248957359948372
1,0,0.365921100909677,-0.636077013500219
0,0,-0.796223719668198,0.125060058503127
0,0,-1.06556593830844,-0.927814916815693
2,1,0.288386251026473,-1.56597641252207
0,0,-2.78741012905756,0.505823428731458
1,1,-0.250688096834724,1.76105476770424
2,1,-0.82581064112299,-1.3702334360105
2,4,-0.821605862961786,-0.629136664456755
1,0,1.06533290439023,-0.0173036413436709
1,0,1.91280560582697,-0.163731044232719
2,1,0.658959673237743,1.6741656058204
1,1,-0.618735277468979,0.313705482339641
0,0,0.667685060699164,-0.00729325689316167
2,0,-0.15768418190778,-0.343952371977672
1,0,-0.688768828869314,-0.0925118937126622
0,0,-0.108410339661749,0.235816361079179
13,2,1.21614719972481,-0.325896524458639
1,1,0.320294560841911,1.14789690471318
1,1,-0.62996240226164,1.00475538928902
3,5,-0.533986346003316,0.279266703901894
0,0,-0.540144920385134,-2.27317466900154
1,0,1.50427686851047,-0.686692153528856
1,0,0.0372447552240953,-0.497724492525278
0,0,-0.243633931259208,-0.8564641780768
3,0,-0.0130761878384284,-1.54961437154233
1,1,0.0870847958763819,-0.224637241226478
3,2,0.530821256179713,0.469404280553168
0,0,2.144553284195,-1.36967917047636
2,1,-0.175195558194047,-0.858685898989439
0,0,-2.63989827033285,-0.409873786665952
0,1,-1.79196842232687,-0.59372952214834
2,2,-1.03772724708233,0.365769473443334
3,2,-0.12259294336362,-0.839001056101316
2,0,0.547492187500953,-0.398750746014988
1,0,0.444028642968775,-1.57469255971008
0,1,-1.58645503799073,-1.86487328825318
2,1,0.128337395592522,-0.18995098094303
0,0,0.09124996367363,0.0558600834922136
0,0,0.0537902631436179,-0.212087198560867
2,1,0.719941900570968,0.823928461367812
2,0,0.373801654774856,-0.555391687453499
0,0,-0.639112021732756,1.20026365684666
0,2,-0.912651462880417,1.3321671835719
0,0,1.7346666593212,-1.12504067394002
1,0,-1.07725033613989,0.270970333900575
0,0,1.12366287291676,-1.043699445677
5,4,0.842349705973601,1.08254522728181
6,3,0.523525712993711,1.96835931225152
0,0,-2.10614558363083,0.166792201978519
0,1,0.577591040598895,-2.3717497928084
0,1,0.649526541405375,0.20108276672568
0,1,0.23448882313371,-1.58348913196928
1,1,0.916932326205422,1.20670582900897
8,5,2.9581905456481,-1.17692477409991
2,2,1.04117519798414,1.13641142587325
0,0,-0.592919590198267,1.01007100821104
2,10,0.628288941265214,0.94141580894254
1,2,-0.512802530660369,-0.0758660189033742
0,0,-0.182205560644487,0.276291336852292
0,0,1.29411056803705,0.919436069741125
2,2,0.745032670936923,0.637119961534929
0,3,-1.02773699954569,0.468879475132299
4,0,1.0861631062182,-0.496356900359055
2,1,0.22658271052222,-0.617008476283262
2,1,0.855256437973804,-0.350416153199246
2,2,-0.21270475170778,-0.812906571968333
5,2,1.35742732361463,-0.682166043165455
0,0,-0.985092002083178,1.19909817021006
1,4,-0.582092097166019,1.49208306492224
7,3,0.451466860002252,0.796504554657547
2,3,0.00573157879571953,-1.19338770012095
3,5,1.56420200109288,-0.0335049821088287
3,0,1.2074214225517,0.50739441329105
0,0,-0.385968582779161,-1.34783027663186
2,0,1.16251110644244,-1.43727568249152
0,0,-0.446949595840406,-0.866763600966579
1,0,-0.435064619009432,-0.406127807670677
0,0,-0.116116784266863,0.0649137461165447
5,1,1.2483451725225,-0.190569006224801
1,6,0.74970607919663,0.865388686980457
1,1,-0.295480075941135,-0.762467450094242
3,3,-1.5659155471757,0.469348208783418
4,2,-0.143406448415332,-0.902918850949497
2,5,-0.358577265093211,-0.301958714758641
2,2,-0.114220173476369,0.148129991541067
1,1,0.408624803435056,-0.270791441364704
5,0,1.33841906103661,0.362668788479878
1,0,0.410818916600512,-1.01697055761753
2,0,-0.106481498176621,-1.4762928663363
1,1,-0.436205382974164,0.0605303091821409
3,2,-0.434159104744463,-0.536122659006399
2,0,-1.23357446013181,-0.80780484209257
16,0,2.24878734248067,-0.176092250269619
2,3,-0.889687958825503,0.461857596909084
4,1,1.51063771318318,-0.642486551498414
2,3,0.0813722010945703,0.342926572061445
0,2,-0.843850251490753,1.18915597647217
2,0,0.335275390534932,0.201240104690443
0,1,0.252530430755716,-0.377221934966904
1,1,-0.802529646918122,-0.45776032074695
3,1,-1.22812280647625,0.867886746128419
5,4,-1.10129280863543,2.82476408590316
2,4,0.942396431106566,-1.01118215069317
2,2,-1.95481823714143,-1.12276173700185
1,2,0.182768224572915,1.62123134492618
1,3,-0.536284236355048,1.81349852813741
1,0,0.560003937518638,-0.390761873900543
2,2,-1.54635860122571,0.577445300485438
0,1,-0.919704059718215,-1.34249616965488
5,2,-0.0867065544231843,-0.266023638266364
1,1,0.0431588868107724,-0.186008656954282
0,0,-0.0565868290962187,0.191347420616067
1,0,0.253721887555944,-0.810374410544978
0,0,-0.643922300524689,0.651233312931038
0,0,0.678814319292065,-1.05970149814935
2,2,1.26041744533469,-0.408765494726576
1,2,-0.77350342881394,-0.0239275658745702
1,0,1.24706652380163,-0.380941395073233
3,0,1.02389069608525,-1.23038815097347
0,0,-0.0844116057693487,-1.32099494740676
2,6,-0.639038779097453,0.951719680948384
1,0,-0.168438940918537,1.05721243483066
0,0,0.464523730347599,0.629830399556049
0,1,1.09305489925953,-0.14682584828754
2,0,-1.5865371542289,-0.891473130158503
4,3,-1.841841857753,0.774025358428609
2,2,-0.358034970264734,-1.3585303069178
1,2,-0.290390960128942,1.27425390276398
2,0,-0.957871036289608,-0.162185449886599
0,0,0.606588295027466,0.0648805132141404
0,0,-1.04759283910229,-0.573301762578845
5,1,0.676251964530935,0.625443307273671
0,0,0.713299494574308,-1.99702465640889
2,1,1.23281501835258,1.48242392931853
0,0,0.721052547580821,1.31370377991346
4,0,1.5887617131334,-0.897620253294629
3,4,-0.486609771046541,0.029755931469242
0,0,2.65989498111152,0.667864564431619
0,1,0.303691025900973,-1.5399697093194
1,2,0.0282663861901328,0.876223544068998
2,8,-1.81421883357384,0.378479049889155
1,2,-0.369788828510781,-0.724027244303969
1,0,0.680396925299989,0.676814423487163
2,0,1.08835913429288,1.28560327272292
1,1,0.820415986102408,0.816134400476301
1,4,0.13257727904875,0.382344019046738
0,3,0.0962133977158154,-0.157620843627332
0,0,-0.72050695393661,1.08623958463765
1,0,-0.324755440303887,1.47713143716805
5,2,0.189817155532296,-0.818576680938783
0,0,-1.10170692557205,0.715366283258765
5,6,-0.148104529148514,-0.773590107706383
1,0,0.74195661625622,-0.0241235891270857
3,4,-1.21893657672169,-1.26995217588034
2,2,0.219576144952313,-0.132357139634599
0,0,-0.60837864239819,-1.15185487049941
0,0,0.332975821564052,-1.29554180028918
2,1,0.545297421770688,-1.42591045675597
2,2,0.690523502644978,0.715162785602855
1,1,0.391737635963139,0.0409473486716714
4,1,1.71839044589448,1.00950423568594
1,0,0.828174562699494,-0.56673798574644
1,0,0.500689491429016,-0.0375088916937008
3,1,0.284719612368139,1.4543111959725
2,0,1.08505195422764,-0.458207178049007
4,5,-1.05704315541498,-0.761815829327509
0,0,-1.04505730053409,-0.18253391736574
0,0,0.287224329261236,-0.872122872090262
0,0,0.10635489643063,1.67234807177098
0,0,-1.1831758030505,-0.93928910367973
1,2,0.47056522012928,1.1137934768107
1,2,0.826909110965673,0.358597296369687
6,3,1.76428586793209,0.362729561853804
1,1,-0.0927471737220495,0.231328451147777
0,0,1.41488069930846,-0.4997658624012
4,1,-0.392427158742662,0.986137016075928
0,0,0.166237478410716,0.250472716857984
4,1,0.573304349493819,0.870045549328508
0,1,-0.264181041236349,-0.269048567459332
2,0,-0.969937802919925,1.03001451101841
3,1,0.164905109760403,1.01794084686591
1,1,1.29521388407552,-1.13858025843788
0,0,0.800631586835855,0.0032538544981237
0,2,0.180307324711746,-1.06207839363039
10,1,2.70439527237633,0.693429333519337
1,1,-1.54638388358804,0.159730314060174
3,1,-0.00641560308989643,-1.03454262974456
0,0,0.233305694595168,-0.0407151607876348
4,0,-0.195646857476836,1.5066225929897
4,1,0.415550299916591,-0.845064963028657
0,0,0.00976534319888369,-1.40246250291988
2,2,-0.424111162858042,-0.0243303849628012
5,4,1.31952038612949,0.173866905705022
0,1,0.115076303365422,-0.32837771595674
0,0,-0.648191895158929,-0.670488799065506
3,1,-0.0937596383844464,0.292031150556992
2,1,-0.141281505989437,0.114849860926572
1,1,0.477774856225039,0.503421788945764
3,2,0.0193207844857343,-1.19539001266883
1,0,-0.716629014135157,0.832766498053985
3,1,-0.961755076937721,1.08996942740091
2,2,-1.83619738481417,1.16023700326808
2,3,-0.779600802807834,0.784937817034172
0,0,-1.64860422380018,0.03818069588225
1,1,0.184054237791693,-0.271893864400011
3,0,0.986337095777218,-2.17640176771492
0,2,1.05993295193545,-1.02627678614959
0,0,-0.314314818522078,-0.339952954785304
5,1,1.36903250229863,-0.37544876796058
6,1,1.8358666961858,0.227443252257959
2,5,-0.764341899439995,0.0801521947850646
0,0,-0.507772014038756,0.731069198085021
2,0,1.32792998407844,-0.288322652726161
10,3,0.740306117327035,0.334285785725078
1,0,-0.329990270805448,0.696328484486518
2,2,-0.882827958870703,-0.0287863983829367
0,0,-1.2910427903044,-0.555651055804964
4,3,-2.46085087491667,0.911821736903399
1,1,-0.0573565309225801,-0.813808285248599
1,2,-0.837250226086466,0.030588003696257
1,0,-0.0341144691233758,-0.677793932424512
0,0,0.127627510356786,0.34408671013466
1,2,-2.16305472308343,0.352779226574736
0,0,1.41508077854689,-0.373239198882734
0,0,0.34943359896483,0.0329160012251397
3,3,-0.0385416845639497,0.582568153711504
5,3,-0.179563777709319,0.434738293930241
7,1,0.712500743366846,-1.33284259834953
1,7,0.592929745543613,1.26146301682285
0,0,0.503168689436023,-0.619024135422016
1,1,2.02109958326523,-0.202322879547725
5,5,-0.0412510786314974,0.076371846172524
0,0,-0.143656398766513,0.45470323292956
0,1,0.940869587933733,0.525319273225724
2,2,-0.521615379097272,1.008428711446
0,1,0.996247180680376,1.02744869984523
1,0,0.598920993104216,-1.1294133150217
1,3,-0.207596837665951,0.659002818868469
3,3,0.422711713027114,1.29579603864545
0,2,-0.365630443348801,-0.59123790124495
16,5,0.923647263917242,0.578348764753912
0,0,-0.306992949811898,-0.619754766942841
1,0,-0.0135647926772524,-0.918172139442989
4,0,1.27874679172322,-0.372664341353859
3,1,0.854483008557898,1.54057166392612
0,0,-2.56315149406654,-0.443026323922051
2,1,2.14484361242148,0.197543876503067
2,2,0.121743059341217,0.407411785938796
6,0,0.626202265828249,0.416351670488129
3,4,0.198332818422142,0.163252772556612
0,0,1.04371939157642,0.642046888415351
1,0,-0.746172358998467,-1.27603851911377
0,0,1.26955521442306,-0.924777679775554
4,1,0.556492694611142,0.124847511334751
0,0,-0.051560298316874,-1.13147326272913
6,3,2.88446327255242,1.14526568891038
0,0,-0.720345597768878,0.619686943716702
1,0,-0.724783290695245,-0.165114061921625
1,0,0.341497965833329,-0.848712318563062
5,3,-0.377742879649779,1.88456767616404
3,1,0.589664215523196,0.217962224459221
0,0,-0.771215999952053,0.561635330954579
1,0,1.42222709973279,0.794384056903879
0,1,-0.911829224572941,0.246350055556724
0,0,-0.526331274744511,-0.894498674786138
1,0,-1.54149748967191,-0.942873175852235
0,2,-0.320975368951033,1.82328851697
2,0,0.335512496239953,0.401487632540465
2,7,-2.4677427578324,1.81717540346883
1,0,0.402879585514667,-0.839995664577403
0,0,0.576019563460699,-0.545789949852187
0,0,-1.13218367702362,-1.0026263364757
0,0,-0.188754539803468,-0.206493877164374
0,4,0.203716345180143,0.293139547448374
1,1,0.476844856973267,-1.78500241332635
2,1,0.309480200999583,-0.6708834033041
3,5,-1.06870344556562,0.980473798008065
2,0,0.0415758636354347,-0.115831366295697
1,0,-0.235442040219782,1.50894798365191
2,2,0.872170572530683,-0.0303808986665878
1,3,0.281714246658401,0.40834526778165
0,0,-1.04709603296913,-1.23917115851257
1,3,-1.25706034274657,-1.19912747795444
3,0,1.08353228495032,-0.550434961485847
1,0,1.79874852065242,0.210971286748023
1,4,-1.11698654420396,0.122764371266851
2,6,-1.21339765759609,-0.653064603305648
0,0,-0.870096532921215,0.63936867116255
1,1,-0.377646064197742,-0.0330810327234628
1,2,-0.351982053626328,0.24455817732151
0,0,-0.0413070540049133,-1.84382032547296
0,1,-0.272288836677036,0.244596144416437
0,1,-1.55482132131844,-0.0175195410630873
2,4,-1.65956305272575,0.0261314872600895
3,2,-1.10542975704522,0.799200787569393
1,0,1.87649910758742,0.117242727514233
1,0,0.89118246278844,-0.52929467679802
5,2,0.759575291799607,0.386553728164071
2,1,0.0396832423584571,-0.545213156377465
0,0,0.547588495329977,-1.18508061473138
3,1,1.36890014992183,-2.23058469304721
11,4,1.38218414020443,0.206600169779478
6,4,-0.47621231827451,1.31196517142366
0,0,1.94317200781577,0.629139547477737
7,3,1.13462308686119,-0.842263693179328
1,1,-0.699685483219083,-0.519208997054796
0,2,0.546068749407294,1.03684495809961
0,0,0.931301928048624,-0.403140124665023
1,3,2.43876192508523,0.129817530136884
0,0,-0.457742628982137,-3.81970903192001
3,1,0.0805182198155465,-0.188842787580609
0,0,-0.933395005914468,-2.38207653192208
3,2,0.724388241728687,0.120223717816574
0,0,1.41430709768751,-0.614991904894198
3,7,1.26164787406427,1.67907903020795
5,2,-0.841870391410238,0.530236867279607
5,0,0.457896723365306,0.0521733085203818
5,6,-0.126906683803777,-0.566867687166042
1,0,0.555800494099812,-0.75133928224715
0,1,-1.76438657694602,1.90990876396477
1,2,-0.318000059413242,0.614005973299072
1,1,-0.307939874626443,2.66984893801122
2,2,-0.200272276943976,-2.42975852417864
1,1,-0.451446258534759,0.422540747001911
2,0,-0.696240336526759,-0.268942980279366
0,0,-0.00312084731404792,0.0528522180496467
2,1,-1.64496857427799,-0.943726514358494
1,2,0.335884274265386,1.11683250445079
6,9,-0.553974164482469,1.43659539277482
3,2,0.822265801112627,0.381921602953041
0,2,1.72309204122273,-0.445552962416781
4,3,2.03356858901663,1.32691372977261
3,0,0.782583591944457,-0.764982420275688
0,1,0.423767296650249,-0.419528915554835
0,0,-2.04487013095642,-1.45596672403445
0,1,1.09551042177513,0.0199252755987969
2,4,-0.8345949959628,-1.02364630552885
1,1,-0.0028753559953084,-0.877062692417792
1,2,-0.534775708101245,0.0585723522108047
1,0,-0.611616157905537,1.15269719562892
2,1,-0.762128741745885,-0.644390489642058
2,0,1.24863940435529,-0.39978105846193
0,1,-0.488338290315651,-0.412782682929121
0,1,0.202468422241543,-0.636189449827584
0,0,-0.198822152652068,0.781484069156537
1,0,-0.185106428834016,-0.726807865183071
0,0,-0.142769823040133,0.485402090075764
0,0,0.319506782137459,-0.241919847879795
1,0,0.803213887691817,-1.3836440546031
5,1,-0.800317888207065,-0.597387811094537
2,3,0.342129149873648,-0.403699860853138
1,0,0.324083642435129,-0.878042751795044
1,1,1.79854811785517,-1.84100921744954
1,2,0.781240898292922,1.38803355479279
1,1,-0.181978767200558,2.05932419798685
3,2,0.423903616906464,0.862489838692763
1,1,-1.2277398174391,-0.444903990836594
3,3,-0.843018181338445,1.00783799215911
2,1,-0.645398746292581,-1.51046366858641
2,0,0.274751816416714,0.982458154629357
4,4,-1.27814844536364,0.58148862415715
0,1,-0.451856357493221,-0.434922269983675
6,3,-0.64967373875846,-0.14271721208539
4,1,1.0984647503636,0.12931276635008
3,1,0.746247474791925,1.47008778298526
3,2,-0.462255658920576,0.0337768776952717
0,0,0.769726134005001,-0.954499778768051
0,0,0.575669371957616,-0.968987696685234
0,1,-0.531217424954153,0.914688414181456
0,0,-0.817718253328072,0.729650091657861
0,0,-0.669707881189837,0.163667517329392
1,1,0.137851001378711,0.176483589142857
2,0,-0.456107662603538,-0.986130431613942
1,0,1.4978136544153,0.518040545098015
0,0,0.449599081305947,0.349013983567844
3,1,-0.706652371828856,0.00415357096344748
0,0,-0.542566824683814,0.277329021266666
0,1,2.34249719828507,-0.66826856226834
1,2,0.714042015589326,-1.49978786250639
2,3,0.0493720025035732,0.368849734281536
3,3,-0.507253150200841,1.682006882652
0,2,-1.32743208441821,1.05814537612479
4,2,-0.874659726652422,1.03064721779361
3,1,0.776719013465164,-0.752011181456499
0,0,-0.974574503441763,-0.570131989672292
3,1,0.730945483428319,-1.34368012641962
2,1,1.09046567373067,-0.00370908209786063
1,0,-0.401716480265786,-0.853282004423728
4,6,-0.605905929050142,1.37943123410473
3,2,-0.420847639619775,-1.59717681944446
2,0,-0.39537255278281,-1.6286771363689
4,3,-0.12316722685264,0.913359518170855
1,0,-0.768952229717127,-0.691788431756813
3,1,1.18228556542329,0.118287163059061
1,2,1.09353530164519,0.931446655696008
1,0,-0.0748953275805413,-1.54935671054169
0,1,-1.61575633669181,-0.00902132827614274
0,0,-0.537588963333918,-0.787095990894936
0,1,1.06356263532842,-0.628647830184552
3,1,0.644006242209552,-0.404276951208371
6,4,-0.67578399423898,0.843811897514095
2,1,-0.520118929041873,-0.596247332740885
2,0,0.0196818935342302,0.399303338802988
0,0,-0.172945746446662,-1.2790954171928
0,0,-0.556562195303319,-1.33058286323004
1,3,-1.22591172564686,0.437342884109528
5,3,-0.235179801980104,0.140355190426728
3,2,0.253428250913038,-1.70425605713984
0,0,0.973410428103512,1.7485195694262
0,0,1.45511859258866,-0.619151575221816
3,4,-1.62982252315814,0.921622273909655
1,1,1.24681664820861,-0.209556579997346
1,0,-0.927482008018044,-0.0876646569638849
2,3,-0.0126440336669109,-0.473972046297598
2,5,-0.236598892970565,-0.374806398889361
1,0,0.106601330450141,0.161143505685357
1,1,-0.33784540357679,0.470703962092451
2,4,-0.548830139909666,1.17463585822736
1,4,0.808437362958664,-0.181925731046191
0,2,-1.23374774498364,0.119752249555795
2,4,0.412188912642891,0.524857481449216
12,5,0.059540386597005,0.295839283267075
0,0,-0.953931339293854,-0.320590331257913
1,0,0.784795743789556,-0.230261496437717
3,4,0.0185242121901637,1.76716829368822
3,3,0.317114058849564,0.408673334954129
3,1,0.0133629787621192,-1.68055037521459
2,1,-0.3761681592937,0.917298984609663
0,1,0.148913776064855,0.493734880151757
2,3,-1.38585371961321,0.777563647626774
1,1,1.05139506356484,0.428729957308796
1,0,-0.574713127616359,-0.991490988309218
0,0,0.721897767544656,-0.838619360052817
0,0,-1.03119588966798,-0.0596233998804448
2,1,0.924827957844489,1.33638397433443
6,5,-0.8935374214194,1.21314775690876
0,0,-0.86566860583678,-0.402768118735419
3,5,0.112100662355176,0.204291730793011
3,3,-1.48536200736281,-0.597830198592467
1,0,0.383629933859707,0.35746487277336
0,0,-2.02665111897417,-0.321145963678784
3,2,1.20533955043312,-0.766967303751483
0,0,2.03742616707186,0.0565404151306765
2,3,1.61087073594048,-0.051406149667417
3,1,0.155429827176273,1.93762200372528
2,0,0.29727141418385,-0.300164206150706
1,0,-0.149164541239349,-1.3518215156201
0,0,-1.72378061630575,-0.548616786758533
0,0,-0.420841683149098,-0.948525556052755
3,0,-0.97819775971845,0.316447495700634
0,2,-0.731322406216344,0.570671101904696
1,0,1.1286159999626,-0.76146882306633
0,0,1.81714436412508,0.0277754170455844
0,0,0.226416485541999,0.694407258646272
7,1,-0.349527571839481,-1.26357808820418
1,3,-0.56836050039481,0.544727362233852
3,2,0.660153169827031,0.841314781992669
0,1,0.0867882621393635,0.876290723088123
9,7,0.577916990419466,1.70876586323959
3,2,0.288704081247975,-0.252227774291639
3,3,1.22876536645586,0.46922790099701
0,0,-0.390012245501308,0.191131576352085
4,3,0.421251404522726,-0.389488037841808
0,0,-2.47204031638862,-0.553856055959183
0,0,1.96334195678579,-0.29795246028154
1,2,-0.686446888608297,0.744773525811722
1,1,-0.482485004697471,-0.636621294851049
3,2,-0.583163151021097,-0.688820861922851
1,0,0.421452028268377,-1.91241149549031
1,0,0.153066744065963,1.47446579354179
2,0,0.439148013758125,0.0257397046284558
3,1,0.57831329676502,0.557682109895795
0,0,1.99159315137043,-1.28186721272162
2,5,0.0132287026191791,0.508184726897027
